resolution,position_number,assembly_indicator,component_number,object_short_text,componentmng_kme,base_amount,compensation_unit,supplier_s_name,vi_recommendation,vi_plant,vi_material,material_description,material_composition,measured_weight,total_measured_weight,weight_unit,source_product_scope,source_sheet,source_file
.........9,1604,,9544036,Resistor 270R 1% 100mW TK100 CH0603,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1605,,9544036,Resistor 270R 1% 100mW TK100 CH0603,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1606,,9544030,Resistor 1M 1% 100mW TK100 CH0603,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1607,,9527732,Resistor 22k 1% 100mW TK100 CH0603,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1608,,9527732,Resistor 22k 1% 100mW TK100 CH0603,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1609,,9675260,Resistor 100k 1% 62.5mW TK100 CH0402,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1610,,9675243,Resistor 10k 1% 62.5mW TK100 CH0402,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1611,,9527732,Resistor 22k 1% 100mW TK100 CH0603,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1612,,9527732,Resistor 22k 1% 100mW TK100 CH0603,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1613,,9544033,Resistor 4.75k 1% 100mW TK100 CH0603,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1620,,9675261,Resistor 1k 1% 62.5mW TK100 CH0402,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1630,,9675261,Resistor 1k 1% 62.5mW TK100 CH0402,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1640,,9675261,Resistor 1k 1% 62.5mW TK100 CH0402,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1660,,9559532,Optocoupler SFH6286-3 SO04L,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1670,,9559532,Optocoupler SFH6286-3 SO04L,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1680,,9559532,Optocoupler SFH6286-3 SO04L,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1690,,9559532,Optocoupler SFH6286-3 SO04L,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1691,,9559532,Optocoupler SFH6286-3 SO04L,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1692,,9559532,Optocoupler SFH6286-3 SO04L,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1693,,9559532,Optocoupler SFH6286-3 SO04L,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1700,,9506978,Diode LL4148 75V 300mA MMELF,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1710,,9506978,Diode LL4148 75V 300mA MMELF,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1720,,9506978,Diode LL4148 75V 300mA MMELF,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1730,,9506978,Diode LL4148 75V 300mA MMELF,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1740,,9506978,Diode LL4148 75V 300mA MMELF,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1750,,9506978,Diode LL4148 75V 300mA MMELF,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1760,,9506978,Diode LL4148 75V 300mA MMELF,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1770,,9506978,Diode LL4148 75V 300mA MMELF,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1771,,9506978,Diode LL4148 75V 300mA MMELF,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1772,,9506978,Diode LL4148 75V 300mA MMELF,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1791,,9506978,Diode LL4148 75V 300mA MMELF,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1792,,9506978,Diode LL4148 75V 300mA MMELF,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1793,,9506978,Diode LL4148 75V 300mA MMELF,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1794,,9506978,Diode LL4148 75V 300mA MMELF,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1795,,9506978,Diode LL4148 75V 300mA MMELF,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1920,,9667526,RTE Transistor PDTC143ZT NPN 250mW,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1930,,9667526,RTE Transistor PDTC143ZT NPN 250mW,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1940,,9667526,RTE Transistor PDTC143ZT NPN 250mW,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1950,,9667526,RTE Transistor PDTC143ZT NPN 250mW,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1960,,9667526,RTE Transistor PDTC143ZT NPN 250mW,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1970,,9667526,RTE Transistor PDTC143ZT NPN 250mW,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1980,,9667526,RTE Transistor PDTC143ZT NPN 250mW,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,1990,,9667526,RTE Transistor PDTC143ZT NPN 250mW,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,2030,,9509571,BJT PNP BC807-40 45V 500mA SOT23,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,2041,,9667526,RTE Transistor PDTC143ZT NPN 250mW,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,2042,,9509571,BJT PNP BC807-40 45V 500mA SOT23,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,2043,,9509571,BJT PNP BC807-40 45V 500mA SOT23,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,2044,,9509571,BJT PNP BC807-40 45V 500mA SOT23,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,2045,,9509571,BJT PNP BC807-40 45V 500mA SOT23,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,2048,,9667526,RTE Transistor PDTC143ZT NPN 250mW,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,2051,,9667526,RTE Transistor PDTC143ZT NPN 250mW,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,2052,,9563272,FET P-CH BSS83P 60V 330mA 2R SOT23,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,2053,,9667526,RTE Transistor PDTC143ZT NPN 250mW,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,2054,,9667526,RTE Transistor PDTC143ZT NPN 250mW,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,2055,,9667526,RTE Transistor PDTC143ZT NPN 250mW,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,2059,,9509571,BJT PNP BC807-40 45V 500mA SOT23,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,2081,,9519024,Diode Zener 10V 2% 500mW MMELF,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,2083,,9556580,Diode Zener 2V 5% 500mW MMELF,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,2085,,9526916,Diode Zener 6.8V 2% 500mW MMELF,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,2086,,9519024,Diode Zener 10V 2% 500mW MMELF,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,2087,,9526913,Diode Zener 33V 2% 500mW MMELF,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.........9,2088,,9677952,Diode Ref AP431i 2.5V 0.5% SOT23,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.......7,0002,,9624464,Soft solder bar - lead-free,0.002,KG,KG,,0.0,Third Party,"Sn96,5Ag3Cu0,5",Tin Alloy,Sn(96.5%) Ag(3%) Cu(0.5%),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0030,,4480897 SWE 001 02,IC1:40_EHCU_i509_2243,1.0,,ST,,,#N/A,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0002,X,6157190,EHCU upper part,1.0,ST,ST,,0.0,Third Party,PC-ABS,,Poly Carbonate Acrylonitrile butadiene styrene,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0001,,6143540,Shaped part EHCU upper part,1.0,ST,ST,,1000.0,Third Party products abroad,PC-ABS,Thermoplastic - PC-ABS,Poly Carbonate Acrylonitrile butadiene styrene,135.2,135.2,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0003,X,6157188,EHCU lower part,1.0,ST,ST,,0.0,Third Party,PC-ABS,,Poly Carbonate Acrylonitrile butadiene styrene,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0001,,6143539,Shaped part EHCU lower part,1.0,ST,ST,,1000.0,Third Party products abroad,PC-ABS,Thermoplastic - PC-ABS,Poly Carbonate Acrylonitrile butadiene styrene,169.2,169.2,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0004,X,7907859,Velcro Dual Lock (mounted),0.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0005,X,7926269,Velcro tape Dual Lock (mounted),1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
....4,0002,,9607060,Label 30 x 10 white,1.0,ST,ST,,0.0,Third Party,Papier selbstkl.,Paper,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
....4,0010,,6156303,Corrugated cardboard blank 580x370x7,0.2,ST,ST,,0.0,Third Party,2.30 BC,Cardboard,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
....4,0020,,6156310,Boxes 2x10 fold 577x370x246,0.1,ST,ST,,0.0,Third Party,1.30 C,Cardboard,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
....4,0030,,6156313,Box - 0201-F,0.1,ST,ST,,0.0,Third Party,2.30 BC,Cardboard,Paper,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
....4,0040,,9583237,Adhesive tape 50mm x 66m,0.2,M,M,,1000.0,Third Party products abroad,PP,Polypropylene,Polypropylene,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
...3,0003,X,6157204,EHCU drip water protection cover,1.0,ST,ST,,0.0,Third Party,PC-ABS,,Poly Carbonate Acrylonitrile butadiene styrene,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
....4,0001,,6143541,Shaped part EHCU drip water protection cover,1.0,ST,ST,,1000.0,Third Party products abroad,PC-ABS,Thermoplastic - PC-ABS,Poly Carbonate Acrylonitrile butadiene styrene,217.8,217.8,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
...3,0004,X,5928040,snapper,2.0,ST,ST,,0.0,Third Party,POM,Thermoplastic - POM,Polyoxymethylene,2.4,4.8,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
....4,0001,,5928039,Moulded part snapper,2.0,ST,ST,,1000.0,Third Party products abroad,POM,Thermoplastic - POM,Polyoxymethylene,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
...3,0005,X,7908666,HMU/MCU cable cover,1.0,ST,ST,,0.0,Third Party,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
....4,0001,,6098949,Molded part HMU/MCU cable cover,1.0,ST,ST,,0.0,Third Party,ABS,Thermoplastic - ABS,Acrylonitrile Butadiene Styrene,134.0,134.0,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
..2,0013,X,7966947,Insulated hydraulics,1.0,ST,ST,,5.0,Vi-Werke Allendorf,,,,8531.7,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
...3,0001,,6137434,Insulation back wall,1.0,ST,ST,,0.0,Third Party,EPP RG60,Thermoplastic - EPP RG60,polypropylene,289.4,289.4,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
...3,0003,,6137436,Insulation top rts,1.0,ST,ST,,0.0,Third Party,EPP RG60,Thermoplastic - EPP RG60,polypropylene,22.4,22.4,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
...3,0006,,6137439,Insulation lks E-heater top,1.0,ST,ST,,0.0,Third Party,EPP RG60,Thermoplastic - EPP RG60,polypropylene,19.2,19.2,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
...3,0007,,6137440,Insulation rts E-heater top,1.0,ST,ST,,0.0,Third Party,EPP RG60,Thermoplastic - EPP RG60,polypropylene,13.0,13.0,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
...3,0011,X,7947143,Hydraulics HY2.6-230CA_A1,1.0,ST,ST,,5.0,Vi-Werke Allendorf,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
....4,0003,,6137435,Insulation bottom right,1.0,ST,ST,,0.0,Third Party,EPP RG60,Thermoplastic - EPP RG60,polypropylene,65.3,65.3,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
....4,0004,,6137437,Insulation bottom SV,1.0,ST,ST,,0.0,Third Party,EPP RG60,Thermoplastic - EPP RG60,polypropylene,32.8,32.8,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
....4,0005,,6137438,Insulation bottom RL,1.0,ST,ST,,0.0,Third Party,EPP RG60,Thermoplastic - EPP RG60,polypropylene,34.6,34.6,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
....4,0006,,6142202,Insulation hydraulic support,1.0,ST,ST,,0.0,Third Party,EPP RG60,Thermoplastic - EPP RG60,polypropylene,29.8,29.8,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
....4,0009,,6146525,Double tube clip D28,1.0,ST,ST,,0.0,Third Party,PA6,Thermoplastic - PA6,Polyamide 6,11.1,11.1,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
....4,0010,,6147030,Hose,1.0,ST,ST,,0.0,Third Party,EPDM 65Shore,EPDM - Rubber,Ethylene Propylene Diene Monomer Rubber,15.4,15.4,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
....4,0012,,7787287,"Pressure sensor 5VDC 10mA 4,5bar 3,6V Preda",1.0,ST,ST,,0.0,Third Party,,,,21.4,21.4,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
....4,0013,X,7930876,ABG_BK42 Connector angle,1.0,ST,ST,,5.0,Vi-Werke Allendorf,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0001,,6146054,Connector angle outside/outside D28,0.7,ST,ST,,0.0,Third Party,CW617N,Copper alloy - Brass,Zn(39.45%) Cu(58%) Pb(2%) Ni(0.1%) Fe(0.2%) Sn(0.2%) Al(0.05%),170.1,119.07,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0002,,6148482,Connector angle outside/outside D28,0.3,ST,ST,,0.0,Third Party,CW617N,Copper alloy - Brass,Zn(39.45%) Cu(58%) Pb(2%) Ni(0.1%) Fe(0.2%) Sn(0.2%) Al(0.05%),176.3,52.89,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
....4,0014,X,7933554,Pre-assembly return,1.0,ST,ST,,5.0,Vi-Werke Allendorf,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0001,,9693462,"Gasket A 36 x 44 x 1,5",2.0,ST,ST,,0.0,Third Party,Novapress 850,Elastomer-fiber,polyaramids,2.0,4.0,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0003,X,7923854,Pipe RL,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,716.5,716.5,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0001,,6139949,Connecting pipe RL,1.0,ST,ST,,16.0,Vi-Technika Legnica,CW024A R220,Copper alloy,Cu(99.6%) P(0.04%),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0006,X,7480445,ABG Sensor mount,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.......7,0001,,5629282,Sensor receptacle,1.0,ST,ST,,0.0,Third Party,CW614N,Copper alloy - Brass,Zn(39.35%) Cu(57%) Pb(2.5%) Ni(0.3%) Fe(0.5%) Al(0.05%),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.......7,0002,,5751740,Sensor receptacle,0.0,ST,ST,,0.0,Third Party,CW614N,Copper alloy - Brass,Zn(39.35%) Cu(57%) Pb(2.5%) Ni(0.3%) Fe(0.5%) Al(0.05%),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0012,,6139870,Connector outside D22,1.0,ST,ST,,16.0,Vi-Technika Legnica,CW024A R220,Copper alloy,Cu(99.6%) P(0.04%),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0013,,5809100,Sleeve Safety valve,1.0,ST,ST,,0.0,Third Party,CW614N,Copper alloy - Brass,Zn(39.35%) Cu(57%) Pb(2.5%) Ni(0.3%) Fe(0.5%) Al(0.05%),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0017,,9521311,Union nut 4374 G1 1/2 Di=42.5,1.0,ST,ST,,0.0,Third Party,CW614N,Copper alloy - Brass,Zn(39.35%) Cu(57%) Pb(2.5%) Ni(0.3%) Fe(0.5%) Al(0.05%),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0018,,6156872,Insert 28 x G1 1/2,1.0,ST,ST,,0.0,Third Party,CW617N,Copper alloy - Brass,Zn(39.45%) Cu(58%) Pb(2%) Ni(0.1%) Fe(0.2%) Sn(0.2%) Al(0.05%),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0019,,6142628,Connecting pipe pump,1.0,ST,ST,,16.0,Vi-Technika Legnica,CW024A R220,Copper alloy,Cu(99.6%) P(0.04%),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0020,,9559656,"O-ring-ISO3601-1-117- 20,29 x 2,62 besch",1.0,ST,ST,,0.0,Third Party,EPDM 70Shore,Grommet VC 100-S 4-8kW lateral.,ethylene propylene diene monomer - rubber - 70 hardness,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0021,,9695956,"O-ring 25,07x2,62",1.0,ST,ST,,0.0,Third Party,EPDM 70Shore,Grommet VC 100-S 4-8kW lateral.,ethylene propylene diene monomer - rubber - 70 hardness,,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
.....5,0005,X,7923866,Connection pipe return,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,380.1,380.1,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0001,,6139953,Connection pipe return,1.0,ST,ST,,16.0,Vi-Technika Legnica,CW024A R220,Copper alloy,Cu(99.6%) P(0.04%),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
......6,0003,,5291318,Union nut G1 1/2 SW52 Di=36,1.0,ST,ST,,0.0,Third Party,CW614N,Copper alloy - Brass,Zn(39.35%) Cu(57%) Pb(2.5%) Ni(0.3%) Fe(0.5%) Al(0.05%),,,g,vitocal_250_a_indoor_unit,BOM_ENG,Vitocal 250-A_Indoor unit_BOM.xlsx
