resolution,position_number,assembly_indicator,component_number,object_short_text,componentmng_kme,base_amount,compensation_unit,supplier_s_name,vi_plant,vi_plant_name,vi_material,material_description,material_composition,total_weight,weight_unit,material_type,final_destination_of_material_at_plant,source_product_scope,source_sheet,source_file
......6,0012,,9525017,"Cable tie 750 x 7,8",0.0,ST,ST,THORA,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0013,,9525017,"Cable tie 750 x 7,8",0.0,ST,ST,THORA,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0004,X,7981180,SEV plastic w. O-ring V2,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0001,,9563669,"O-ring 28,0 x 2,5",0.0,ST,ST,Hutchinson,0.0,Third Party,EPDM 80Shore,EPDM - Rubber,ethylene propylene diene monomer - rubber - 80 hardness,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0002,X,7981178,SEV plastic with insulation V2,0.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0001,X,7976090,Set insulation SEV plastic,0.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0001,,6183968,EPP insulation left,0.0,ST,ST,,1000.0,Third Party products abroad,EPP RG60,Thermoplastic - EPP RG60,polypropylene,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0002,,6183969,EPP insulation right,0.0,ST,ST,,1000.0,Third Party products abroad,EPP RG60,Thermoplastic - EPP RG60,polypropylene,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0001,X,7981176,SEV w. Stainless steel support ring,0.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0004,,6146538,Gasket outlet,0.0,ST,ST,,0.0,Third Party,EPDM 70Shore,EPDM - Rubber,ethylene propylene diene monomer - rubber - 70 hardness,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0005,,6180941,Housing lower part SEV,0.0,ST,ST,,0.0,Third Party,PA6T/6I GF40,Thermoplastic - PA6,Polyamide,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0007,,6180942,Housing upper part SEV,0.0,ST,ST,,0.0,Third Party,PA6T/6I GF40,Thermoplastic - PA6,Polyamide,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0008,,6183678,O-ring 124 x 3,0.0,ST,ST,,0.0,Third Party,EPDM 70Shore,EPDM - Rubber,ethylene propylene diene monomer - rubber - 70 hardness,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0010,X,7929212,Float body S Zsb.,0.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0002,,6146517,Float upper part S,0.0,ST,ST,,5.0,Vi-Werke Allendorf,POM,Thermoplastic - POM,Polyoxymethylene,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0003,,6156964,Float lower part wide web,0.0,ST,ST,,1000.0,Third Party products abroad,POM-C,Thermoplastic - POM,Polyoxymethylen,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0015,,6182618,Impact body,0.0,ST,ST,,0.0,Third Party,POM-C,Thermoplastic - POM,Polyoxymethylen,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0016,,9607060,Label 30 x 10 white,0.0,ST,ST,,0.0,Third Party,Papier selbstkl.,Paper,Paper,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0017,,6188950,Support ring,0.0,ST,ST,,0.0,Third Party,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0007,,7966106,"Shut-off device 3/8"" w. O-ring",0.0,ST,ST,Caleffi,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0008,,9601674,Label 65 x 25,0.0,ST,ST,,0.0,Third Party,Papier,Paper,Paper,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0012,,9525017,"Cable tie 750 x 7,8",0.0,ST,ST,THORA,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0013,,9525017,"Cable tie 750 x 7,8",0.0,ST,ST,THORA,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
..2,0010,X,7947533,Fixing plate heating cable powder coated,1.0,ST,ST,,0.0,Third Party,,Non alloy quality Steel,Fe (98.335%) C(0.12%) Si (0.5%) Mn (0.6%) P (0.1%) S (0.045%) Ti (0.3%) + polycarbonate,430.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
...3,0001,X,7947534,Fixing plate heating cable primed,1.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0001,,6159823,Fixing plate heating cable,1.0,ST,ST,,1000.0,Third Party products abroad,DX51D+Z,Non alloy quality Steel,Fe (98.335%) C(0.12%) Si (0.5%) Mn (0.6%) P (0.1%) S (0.045%) Ti (0.3%) + polycarbonate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
..2,0011,X,7948399,Connecting elements,1.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
...3,0001,,6041830,Retaining spring Sensor,6.0,ST,ST,,0.0,Third Party,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
...3,0002,,6097185,Insulation sensor 22,3.0,ST,ST,,88.0,unterschiedliche Beschaftung (Different Procurement),Aeroflex KKS,insulation,ethylene propylene diene monomer - rubber,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
...3,0003,,6146719,Insulation sensor 28,2.0,ST,ST,,16.0,Vi-Technika Legnica,Aeroflex KKS,insulation,ethylene propylene diene monomer - rubber,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
...3,0004,,9028054,Washer 8 - 200HV,1.0,ST,ST,,0.0,Third Party,St,Non alloy quality Steel,Fe(98.77%) C(0.3%) Si(0.3%) Mn(0.5%) P(0.08%) S(0.05%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
...3,0005,,9506605,"Cable tie 290 x 3,6",6.0,ST,ST,Quicklok,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),12.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
...3,0006,,9506605,"Cable tie 290 x 3,6",6.0,ST,ST,Quicklok,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),12.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
...3,0007,,9620465,Skt nut M8,1.0,ST,ST,,0.0,Third Party,8,Structural and constructional steels,Fe(97.64%) C(0.18%) Si(0.4%) Mn(1.7%) P(0.04%) S(0.04%),5.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
...3,0008,,9697288,"Self-tapping screw ST4,8 x 13-F Torx",10.0,ST,ST,,0.0,Third Party,St,Non alloy quality Steel,Fe(98.77%) C(0.3%) Si(0.3%) Mn(0.5%) P(0.08%) S(0.05%),50.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
...3,0009,,9691546,Ear clamp StepLess 167,4.0,ST,ST,Oetiker,0.0,Third Party,,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),20.0,g,Third party raw material,Legnica,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
...3,0019,,6041830,Retaining spring Sensor,1.0,ST,ST,,0.0,Third Party,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
...3,0019,,6097185,Insulation sensor 22,1.0,ST,ST,,88.0,unterschiedliche Beschaftung (Different Procurement),Aeroflex KKS,insulation,ethylene propylene diene monomer - rubber,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
...3,0019,,9506605,Cable tie 290 x 3.6,2.0,ST,ST,Quicklok,0.0,Third Party,PA66,Thermoplastic - PA66,polyamide 66 (or Nylon 66) polyamide 66 (or Nylon 66),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
...3,0020,,6146719,Insulation sensor 28,1.0,ST,ST,,16.0,Vi-Technika Legnica,Aeroflex KKS,insulation,ethylene propylene diene monomer - rubber,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
..2,0012,X,7962059,Trace heating 1600,1.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
...3,0020,X,7948271,Trace heating 1600,1.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0020,X,5378957,Control cable,1.0,ST,ST,,5.0,Vi-Werke Allendorf,Silikon,Polysiloxane,Polysiloxane,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,9999,,9522443,Protective hose 6.0 x 1.5,0.175,M,M,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0030,,5632886,Insulation hose 18 x 9 x 150,1.0,ST,ST,,5.0,Vi-Werke Allendorf,Thermaflex SH,Thermoplastic - PE,polyethylene,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0040,,9516252,adhesive tape 70mm x 100m,1.0,M,M,Gerlinger KG,0.0,Third Party,Al,Aluminium alloy,Al(86.95%) Fe(0.55%) Si(11%) MN(0.45%) Ni(0.05%) Ti(0.15%) Cu(0.05%) Pb(0.05%) Mg(0.45%) Zn(0.1%) Sn(0.05%) Others(0.15%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
...3,0041,,9584462,"Wire end ferrule E 1,0 - 8 - Isol.rt",3.0,ST,ST,,0.0,Third Party,2.006,Copper alloy,99.9% - 100% Cu (0 - 0.1% others),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
..2,0013,X,7980618,ABG BK16 RCAM10-13V400PA AF,1.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
...3,0001,X,7978057,RCAM10-13V400PA AF,0.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0001,,5796079,sticker R290,0.0,ST,ST,,0.0,Third Party,PP-Folie lamin,Polypropylene,Polypropylene,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0002,,5895328,Sensor tube D=4 Sensor,0.0,ST,ST,,0.0,Third Party,CW024A R220,Copper alloy,Cu(99.6%) P(0.04%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0003,,6041830,Retaining spring Sensor,0.0,ST,ST,,0.0,Third Party,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0004,,6097185,Insulation Sensor 22,0.0,ST,ST,,88.0,unterschiedliche Beschaftung (Different Procurement),Aeroflex KKS,insulation,ethylene propylene diene monomer - rubber,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0005,,6146691,Damper SR 42,0.0,ST,ST,,0.0,Third Party,Sylomer SR42,Elastomer-fiber,polyurethane,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0006,,6148163,Compressor base plate,0.0,ST,ST,,0.0,Third Party,EN-JL1030,Cast Iron,Material composition not available,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0007,,6148866,EPDM Drain,0.0,ST,ST,,0.0,Third Party,EPDM 60Shore,EPDM - Rubber,Ethylene Propylene Diene Monomer Rubber,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0008,,6156239,Drain pan Evaporator,0.0,ST,ST,,0.0,Third Party,EPP RG60,Thermoplastic - EPP RG60,polypropylene,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0009,,6156428,Heat conduction pad IWT,0.0,ST,ST,,0.0,Third Party,"TCGF 2,0",Teflon Coated Glass Fabric,Teflon Coated Glass Fabric,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0010,,6156524,Insulation PWT CB65x44,0.0,ST,ST,,0.0,Third Party,PP-E RG45,Thermoplastic - PP,polypropylene,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0011,,6157856,Fixing screw WHP + DEL,0.0,ST,ST,,0.0,Third Party,8.8,High Carbon stainless Steel,Fe(99.127%) C(0.55%) Mn(0.25%) Si(0.035%) S(0.003%),0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0012,,6158901,Sheet metal barrier compound TS,0.0,ST,ST,,0.0,Third Party,1.4301,Stainless Steel,Fe (66.7%) C(0.07%) Si(1%) Mn(2%) P(0.045%) S(0.015%) Cr(19.5%) N(0.11%) Ni (10.5%),0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0013,,6159535,Insulation oil sump sensor,0.0,ST,ST,,0.0,Third Party,PUR-Schaum 06,Elastomer-fiber,polyurethane,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0014,,6161119,Heat conducting pad Oil sensor,0.0,ST,ST,,0.0,Third Party,"TCGF 2,0",Teflon Coated Glass Fabric,Teflon Coated Glass Fabric,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0015,,7649671,Buffer MSN-DAMP-B-T 100650,0.0,ST,ST,Getzner,0.0,Third Party,,,,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0016,,7931308,Evaporator 72 RR (8 circuits),0.0,ST,ST,DunAn,0.0,Third Party,,,,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
....4,0017,X,7933503,Pre-assembly refrigerant circuit 10-13kW,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0001,,6146540,Clamping plate D18,0.0,ST,ST,,0.0,Third Party,DX53D+Z,Galvanised Steel,Fe(98.335%) C(0.12%) Si(0.5%) Mn(0.6%) P(0.1%) S(0.045%) Ti(0.3%) + polycarbonate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0002,,6146541,Clamp plate D15,0.0,ST,ST,,0.0,Third Party,DX53D+Z,Galvanised Steel,Fe(98.335%) C(0.12%) Si(0.5%) Mn(0.6%) P(0.1%) S(0.045%) Ti(0.3%) + polycarbonate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0003,,6165580,Clamp plate D15 with short strap,0.0,ST,ST,,0.0,Third Party,DX53D+Z,Galvanised Steel,Fe(98.335%) C(0.12%) Si(0.5%) Mn(0.6%) P(0.1%) S(0.045%) Ti(0.3%) + polycarbonate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0003,,6165581,Clamp plate D15 with long strap,0.0,ST,ST,,0.0,Third Party,DX53D+Z,Galvanised Steel,Fe(98.335%) C(0.12%) Si(0.5%) Mn(0.6%) P(0.1%) S(0.045%) Ti(0.3%) + polycarbonate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0005,,6165582,Clamp plate D18 with short strap,0.0,ST,ST,,0.0,Third Party,DX53D+Z,Galvanised Steel,Fe(98.335%) C(0.12%) Si(0.5%) Mn(0.6%) P(0.1%) S(0.045%) Ti(0.3%) + polycarbonate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0006,X,7981754,ABG BK16 Carrier plate powder-coated,0.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0001,X,7979502,Carrier plate powder-coated,0.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0001,X,7979464,Pre-assembly of carrier plate,0.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0005,,9570936,Press-in grub screw M8 x 18,0.0,ST,ST,Kerb Konus,0.0,Third Party,9.8,Medium Carbon Boron Steel,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0006,,6158860,Carrier plate,0.0,ST,ST,,5.0,Vi-Werke Allendorf,1.033,Non alloy quality Steel,Fe(99.19%) C(0.12%) Mn(0.6%) P(0.045%) S(0.045%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0002,X,7934463,Carrier plate powder-coated,0.0,ST,ST,,0.0,Third Party,,,,0.0,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0001,X,7934462,Pre-assembly of carrier plate,0.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0001,,6158860,Carrier plate,0.0,ST,ST,,5.0,Vi-Werke Allendorf,1.033,Non alloy quality Steel,Fe(99.19%) C(0.12%) Mn(0.6%) P(0.045%) S(0.045%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0005,,9570936,Press-in grub screw M8 x 18,0.0,ST,ST,Kerb Konus,0.0,Third Party,9.8,Medium Carbon Boron Steel,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0008,X,7981773,ABG BK16 Support plate SEV,0.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0001,X,7979472,Powder-coated float valve retaining plate,0.0,ST,ST,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0001,X,7979463,Float valve retaining plate with threaded,0.0,ST,ST,,1000.0,Third Party products abroad,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0002,,9570936,Press-in set screw M8 x 18,0.0,ST,ST,Kerb Konus,0.0,Third Party,9.8,Medium Carbon Boron Steel,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0003,,6148469,Float valve retaining plate,0.0,ST,ST,,5.0,Vi-Werke Allendorf,DX53D+Z,Galvanised Steel,Fe(98.335%) C(0.12%) Si(0.5%) Mn(0.6%) P(0.1%) S(0.045%) Ti(0.3%) + polycarbonate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0002,X,7930842,"Float valve retaining plate, powder-coated",0.0,ST,ST,,88.0,unterschiedliche Beschaftung (Different Procurement),,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0001,X,7930843,Retaining plate float valve with thread,0.0,ST,ST,,5.0,Vi-Werke Allendorf,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0001,,6148469,Float valve retaining plate,0.0,ST,ST,,5.0,Vi-Werke Allendorf,DX53D+Z,Galvanised Steel,Fe(98.335%) C(0.12%) Si(0.5%) Mn(0.6%) P(0.1%) S(0.045%) Ti(0.3%) + polycarbonate,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
........8,0002,,9570936,Press-in set screw M8 x 18,0.0,ST,ST,Kerb Konus,0.0,Third Party,9.8,Medium Carbon Boron Steel,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.....5,0011,X,7932835,Preliminary KM-Ltg. suction gas 1 Compressor,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0005,,9543244,Plumb bob 1.5 x 500 - CP 104,0.0,KG,KG,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0008,X,7948803,In front of KM line Suction gas 1 Compressor,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0001,,5895328,Sensor tube D=4 Sensor,0.0,ST,ST,,0.0,Third Party,CW024A R220,Copper alloy,Cu(99.6%) P(0.04%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0002,,6148445,KM line suction gas 1 compressor 10-16kW,0.0,ST,ST,,16.0,Vi-Technika Legnica,CW024A R250,Copper alloy,Cu(99.95%) Bi(0.0005%) P(0.007%) Pb(0.005%) Other (0.03%) --- R=Tensile Strength,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0004,,9049199,"Plumb bob 1,5 x 500 - AG 145",0.0,KG,KG,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0005,,9543244,Solder rod 1.5 x 500 - CP 104,0.0,KG,KG,,0.0,Third Party,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0006,,9571875,"Solder valve body 7/16"" - 29",0.0,ST,ST,,0.0,Third Party,CW614N,Copper alloy - Brass,Zn(39.35%) Cu(57%) Pb(2.5%) Ni(0.3%) Fe(0.5%) Al(0.05%),,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
......6,0009,X,7948804,Preliminary KM line suction gas 2 compressor,0.0,ST,ST,,16.0,Vi-Technika Legnica,,,,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
.......7,0003,,6148446,KM line suction gas 2 compressor 10-16kW,0.0,ST,ST,,16.0,Vi-Technika Legnica,CW024A R250,Copper alloy,Cu(99.95%) Bi(0.0005%) P(0.007%) Pb(0.005%) Other (0.03%) --- R=Tensile Strength,,g,,,vitocal_250_a_outdoor_unit,BOM_ENG,Vitocal 250-A_Outdoor unit_BOM.xlsx
